"Sol: Wavelength (nm)","Sol: Intensity (rel)","Blå himmel: Wavelength (nm)","Blå himmel: Intensity (rel)","Grøn plante: Wavelength (nm)","Grøn plante: Intensity (rel)","Grøn plante 2: Wavelength (nm)","Grøn plante 2: Intensity (rel)","Klippe: Wavelength (nm)","Klippe: Intensity (rel)"
624,0.389216709217,624,0.0605402005402,624,0.0625718725719,624,0.0873733673734,624,0.203054723055
625,0.380417360417,625,0.059481999482,625,0.0610822510823,625,0.086070966071,625,0.199562659563
626,0.385431605432,626,0.0596610796611,626,0.0621404521405,626,0.0877396677397,626,0.20276982277
627,0.377731157731,627,0.0573981573982,627,0.0608136308136,627,0.0862215562216,627,0.199062049062
628,0.370315610316,628,0.0560713360713,628,0.0603252303252,628,0.0850697450697,628,0.195720575721
629,0.367295667296,629,0.0556724756725,629,0.0596007696008,629,0.0853139453139,629,0.193677433677
630,0.363103563104,630,0.055298035298,630,0.0600159100159,630,0.0850453250453,630,0.193807673808
631,0.360222000222,631,0.0544351944352,631,0.0594786694787,631,0.0846546046546,631,0.193286713287
632,0.363152403152,632,0.0551352351352,632,0.060138010138,632,0.0856965256965,632,0.195606615607
633,0.365504865505,633,0.0548014948015,633,0.0604066304066,633,0.0863721463721,633,0.196005476005
634,0.364312354312,634,0.0540404040404,634,0.0599711399711,634,0.0861971361971,634,0.195655455655
635,0.365366485366,635,0.0542968142968,635,0.0603415103415,635,0.0864291264291,635,0.195386835387
636,0.364731564732,636,0.0535153735154,636,0.059380989381,636,0.0848743848744,636,0.194458874459
637,0.371080771081,637,0.0538572538573,637,0.0595356495356,637,0.0867221667222,637,0.195370555371
638,0.373254153254,638,0.0535560735561,638,0.0591449291449,638,0.086307026307,638,0.19559033559
639,0.371349391349,639,0.0524978724979,639,0.0578750878751,639,0.0856314056314,639,0.193644873645
640,0.369664409664,640,0.0516187516188,640,0.0570529470529,640,0.0850453250453,640,0.190885410885
641,0.36694971695,641,0.0508902208902,641,0.0564058164058,641,0.0844388944389,641,0.189611499611
642,0.366497946498,642,0.0508535908536,642,0.0557424057424,642,0.0836778036778,642,0.189696969697
643,0.364137344137,643,0.0505931105931,643,0.0554656454656,643,0.0841092241092,643,0.189403929404
644,0.361744181744,644,0.0499419099419,644,0.0548225848226,644,0.0837999037999,644,0.188451548452
645,0.355264735265,645,0.0485743885744,645,0.0535853035853,645,0.0821312021312,645,0.185667665668
646,0.348842268842,646,0.0478255078255,646,0.0516154216154,646,0.0812195212195,646,0.183372183372
647,0.34395012395,647,0.0466207866208,647,0.0513468013468,647,0.0803322603323,647,0.182940762941
648,0.337084027084,648,0.0456521256521,648,0.0505694305694,648,0.0798479298479,648,0.179440559441
649,0.331227291227,649,0.0452207052207,649,0.0490431790432,649,0.0782158582159,649,0.176404336404
650,0.330356310356,650,0.0452695452695,650,0.0488966588967,650,0.0789565989566,650,0.177552077552
651,0.328956228956,651,0.0450253450253,651,0.0487664187664,651,0.079094979095,651,0.178227698228
652,0.328484108484,652,0.0447567247567,652,0.0489454989455,652,0.0790298590299,652,0.178284678285
653,0.322908202908,653,0.0444311244311,653,0.0484408184408,653,0.0787775187775,653,0.177788137788
654,0.315224035224,654,0.0437310837311,654,0.0469186369186,654,0.0774588374588,654,0.175435675436
