"Sol: Wavelength (nm)","Sol: Intensity (rel)","Blå himmel: Wavelength (nm)","Blå himmel: Intensity (rel)","Grøn plante: Wavelength (nm)","Grøn plante: Intensity (rel)","Grøn plante 2: Wavelength (nm)","Grøn plante 2: Intensity (rel)","Klippe: Wavelength (nm)","Klippe: Intensity (rel)"
938,0.00423298923299,938,0.00338716838717,938,0.00923243423243,938,0.0061482961483,938,0.00481906981907
939,0.00518740518741,939,0.00345432345432,939,0.011477041477,939,0.00756872756873,939,0.00601768601769
940,0.0049839049839,940,0.00316942316942,940,0.0112328412328,940,0.00732452732453,940,0.00587116587117
941,0.00501443001443,941,0.0033078033078,941,0.0108991008991,941,0.00723498723499,941,0.00598512598513
942,0.00499204499204,942,0.00357642357642,942,0.010256040256,942,0.00742220742221,942,0.00563510563511
943,0.00464202464202,943,0.0033485033485,943,0.00985717985718,943,0.00684426684427,943,0.00507344507345
944,0.00443852443852,944,0.00358456358456,944,0.00903503903504,944,0.00649424649425,944,0.00519554519555
945,0.0042513042513,945,0.00322233322233,945,0.00925685425685,945,0.00636807636808,945,0.00500222000222
946,0.0042106042106,946,0.00343804343804,946,0.0088233988234,946,0.00615236615237,946,0.00459614459614
947,0.00410478410478,947,0.0034299034299,947,0.00937691937692,947,0.00687682687683,947,0.00510600510601
948,0.00439449439449,948,0.0036741036741,948,0.0093117993118,948,0.00653901653902,948,0.00501443001443
949,0.00416361416361,949,0.00351944351944,949,0.00876641876642,949,0.00590002590003,949,0.00467458467458
950,0.00412106412106,950,0.0036334036334,950,0.00877455877456,950,0.00610352610353,950,0.00492692492692
