"Traeplanke: Wavelength (nm)","Traeplanke: Intensity (rel)","Sol direkte: Wavelength (nm)","Sol direkte: Intensity (rel)","Blaa himmel: Wavelength (nm)","Blaa himmel: Intensity (rel)"
841,0.00545066045066,841,0.0730594405594,841,0.00148240648241
842,0.00535298035298,842,0.0725313575314,842,0.00156584156584
843,0.00538961038961,843,0.0713388463388,843,0.00148462648463
844,0.00512506012506,844,0.0699021349021,844,0.00155363155363
845,0.00526344026344,845,0.069548044548,845,0.00159303659304
846,0.00543438043438,846,0.0688154438154,846,0.00174085174085
847,0.00508029008029,847,0.0674682724683,847,0.00150479150479
848,0.00507622007622,848,0.0682904132904,848,0.00146409146409
849,0.00511488511489,849,0.0670063270063,849,0.00133422133422
850,0.00481980981981,850,0.0636017686018,850,0.00146964146964
851,0.00482387982388,851,0.06465996966,851,0.0014627964628
852,0.00474247974248,852,0.0641308691309,852,0.00139083139083
853,0.00477096977097,853,0.063031968032,853,0.00144448144448
854,0.00416046916047,854,0.0576147926148,854,0.00128963628964
855,0.0042377992378,855,0.0573624523625,855,0.00147149147149
856,0.00443722943723,856,0.0606601731602,856,0.00123598623599
857,0.00483608983609,857,0.0617092167092,857,0.00128797128797
858,0.00453897953898,858,0.0613714063714,858,0.00145262145262
859,0.00463258963259,859,0.0609114959115,859,0.00144115144115
860,0.00440873940874,860,0.0599265549266,860,0.00134772634773
861,0.00438431938432,861,0.0590189440189,861,0.00137066637067
862,0.0045633995634,862,0.0591288341288,862,0.00140119140119
863,0.00434565434565,863,0.0587950937951,863,0.0012882950383
864,0.00464072964073,864,0.057972952973,864,0.00135568135568
865,0.00406685906686,865,0.0560356310356,865,0.00149054649055
866,0.00398138898139,866,0.0518313168313,866,0.00121175121175
867,0.00389998889999,867,0.0523034373034,867,0.00116198616199
868,0.00414825914826,868,0.0545053095053,868,0.00139508639509
869,0.0042377992378,869,0.0541308691309,869,0.00140674140674
870,0.00400072150072,870,0.0537157287157,870,0.00124084249084
871,0.00402615902616,871,0.052624967625,871,0.00125319125319
872,0.00412383912384,872,0.0529261479261,872,0.00128408628409
873,0.00405871905872,873,0.053263958264,873,0.00128704628705
874,0.00397731897732,874,0.0524458874459,874,0.00134421134421
875,0.00399766899767,875,0.0517743367743,875,0.00126281126281
876,0.00372294372294,876,0.0505960705961,876,0.00115370740371
877,0.00380230880231,877,0.0501748251748,877,0.00133921633922
878,0.00388370888371,878,0.0516033966034,878,0.00122174122174
879,0.00388370888371,879,0.0518842268842,879,0.00121045621046
880,0.00383893883894,880,0.0516888666889,880,0.00115255115255
881,0.0039183039183,881,0.050883005883,881,0.000992618492618
882,0.00390405890406,882,0.0509440559441,882,0.00112646612647
883,0.00385114885115,883,0.0506469456469,883,0.00115625115625
884,0.00397731897732,884,0.0499957449957,884,0.000979575979576
885,0.00389998889999,885,0.0498899248899,885,0.00118862618863
886,0.00376974876975,886,0.0496782846783,886,0.00112905612906
887,0.00365884115884,887,0.0486027861028,887,0.00120768120768
888,0.00377788877789,888,0.0483962333962,888,0.00125522625523
889,0.00374532874533,889,0.0473461723462,889,0.0010767010767
890,0.00352684352684,890,0.0474235024235,890,0.00114515114515
891,0.0037086987087,891,0.0469595219595,891,0.00105061605062
892,0.00352147852148,892,0.0448207348207,892,0.00108932733933
893,0.00324471824472,893,0.0436913086913,893,0.00108965108965
894,0.0034644984645,894,0.0439924889925,894,0.00117068117068
895,0.00302900802901,895,0.0410335960336,895,0.00100011100011
896,0.00311447811448,896,0.0385631035631,896,0.000995485995486
897,0.00278887778888,897,0.0358646908647,897,0.000934898434898
898,0.00280922780923,898,0.0364874014874,898,0.000899840899841
899,0.00237780737781,899,0.0323685573686,899,0.000892255892256
900,0.00264642764643,900,0.0342733192733,900,0.000885780885781
901,0.00266677766678,901,0.0332720982721,901,0.000924075924076
902,0.00257215007215,902,0.0333677433677,902,0.000902014652015
903,0.0026504976505,903,0.0350181300181,903,0.000971620971621
904,0.00294760794761,904,0.0369432419432,904,0.000996040996041
905,0.00269933769934,905,0.0371548821549,905,0.00106800606801
906,0.00269036519037,906,0.0351809301809,906,0.000915473415473
907,0.00259351759352,907,0.0319819069819,907,0.000922410922411
908,0.00242664742665,908,0.0309888259888,908,0.000872830872831
909,0.00242664742665,909,0.0302602952603,909,0.000933510933511
910,0.00230861730862,910,0.029955044955,910,0.000852665852666
911,0.00235847485847,911,0.030071040071,911,0.00085705960706
912,0.00245143745144,912,0.030362045362,912,0.000759425759426
913,0.00222721722722,913,0.0284491434491,913,0.000831205831206
914,0.0022027972028,914,0.0282456432456,914,0.000992155992156
915,0.00221722721723,915,0.0281143856144,915,0.00089701964702
916,0.00221907721908,916,0.0274357124357,916,0.000831390831391
917,0.00231675731676,917,0.0276432826433,917,0.000839715839716
918,0.00218651718652,918,0.0259501609502,918,0.000863950863951
919,0.00216991341991,919,0.0280716505717,919,0.000878982128982
920,0.00226384726385,920,0.0292509342509,920,0.000895400895401
921,0.00231268731269,921,0.0281764531765,921,0.000879305879306
922,0.00230621230621,922,0.0271101121101,922,0.000706700706701
923,0.00223859473859,923,0.0271131646132,923,0.000845265845266
924,0.00206848706849,924,0.0260478410478,924,0.000833610833611
925,0.00204406704407,925,0.0254251304251,925,0.000891330891331
926,0.00202778702779,926,0.0253478003478,926,0.000806045806046
927,0.00217837717838,927,0.0252175602176,927,0.000872877122877
928,0.00189736189736,928,0.0221162171162,928,0.000785140785141
929,0.00185684685685,929,0.0205696155696,929,0.000760905760906
930,0.00170625670626,930,0.0183066933067,930,0.000570170570171
931,0.00166805416805,931,0.0167957042957,931,0.000715811965812
932,0.00126762126762,932,0.0136994486994,932,0.000595700595701
933,0.00134254634255,933,0.012861027861,933,0.000694490694491
934,0.00103812853813,934,0.0108524808525,934,0.000675435675436
935,0.00124375624376,935,0.01244995745,935,0.000774595774596
936,0.00103248603249,936,0.0116563066563,936,0.000760165760166
937,0.000968290968291,937,0.0111923261923,937,0.000561105561106
938,0.0012074037074,938,0.011524031524,938,0.000803085803086
939,0.0013332963333,939,0.0150222000222,939,0.000694120694121
940,0.00139786139786,940,0.0152094202094,940,0.000706885706886
941,0.00128774003774,941,0.014484959485,941,0.000759795759796
942,0.00122192622193,942,0.0142611092611,942,0.000673955673956
943,0.00112868612869,943,0.013093018093,943,0.000716505716506
944,0.00121212121212,944,0.0132436082436,944,0.000743700743701
945,0.00110084360084,945,0.0133127983128,945,0.000744533244533
946,0.00119399119399,946,0.012160987161,946,0.000721315721316
947,0.00130554630555,947,0.012742997743,947,0.000928700928701
948,0.00109834609835,948,0.0124733599734,948,0.000610361860362
949,0.00107707107707,949,0.0132802382802,949,0.000658600658601
950,0.00117382617383,950,0.0105696155696,950,0.000716505716506
